C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_19_780.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_19_780.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_19_780.jpg,0,0,0,7.82E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_19_881.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_19_881.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_19_881.jpg,0,0,0,7.85E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_19_983.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_19_983.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_19_983.jpg,0,0,0,7.76E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_088.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_088.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_088.jpg,0,0,0,7.82E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_189.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_189.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_189.jpg,0,0,0,7.81E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_290.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_290.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_290.jpg,0,0,0,7.81E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_395.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_395.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_395.jpg,0,0,0,7.80E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_497.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_497.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_497.jpg,0,0,0,7.91E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_600.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_600.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_600.jpg,0,0,0,7.98E-05
C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\center_2020_04_22_03_43_20_701.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\left_2020_04_22_03_43_20_701.jpg, C:\Users\Aniruddha\Desktop\Self Driving Car Course Applied Deep Learning\Training Data for Autonomous Driving\IMG\right_2020_04_22_03_43_20_701.jpg,0,0,0,7.84E-05
